ISO_code,Year,IPV,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion,Education (source),Employment (source),Parliamentary Representation (source),Poverty Alleviation (source),Legal Protection (source),Gender-Equitable Births (source),Maternal Survival (source),Attitudes Against Violence (source),Absence of Child Marriage (source),Water Sanitation Access (source),Electricity Access (source),Cell Phone Use (source),Financial Inclusion (source),Subregion,Region,Income,Education (score),Employment (score),Parliamentary Representation (score),Poverty Alleviation (score),Legal Protection (score),Gender-Equitable Births (score),Maternal Survival (score),Attitudes Against Violence (score),Absence of Child Marriage (score),Water Sanitation Access (score),Electricity Access (score),Cell Phone Use (score),Financial Inclusion (score),Equity,Protection,Resources,WSI (Baseline),included_index,Economy
MWI,2018,30.0,0.667360266847991,67.46392135269117,16.666666666666668,68.63333333333333,0.7083333333333333,101.3,391.79283,17.69619423711119,39.900000000000006,49.88259958963437,18.0,38.52869707,0.1748385690152645,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.3709642817773729,0.6557940239967852,0.1590909090909091,0.2499089253187615,0.6888888888888888,0.9428571428571428,0.7681899420964954,0.587395756545368,0.4791122715404698,0.4550260530985149,0.1733870967741935,0.120618435664759,0.1682349979151293,42.49294058145436,69.4388778259869,22.93166458631492,40.74913118504161,True,Malawi
MYS,2018,19.0,0.9842981554940404,61.30086334224059,13.10344827586207,0.0,0.3541666666666666,106.8,21.51642,21.24904798172125,16.00611111111111,96.235281082341,100.0,130.908501,0.8344509154558182,TSI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,ORI,ORI,ORI,TSI,Southeast Asia,East Asia & Pacific,Upper middle income,0.6326006990198736,0.5905937452340266,0.1250783699059561,1.0,0.311111111111111,0.6285714285714286,0.9878761950710144,0.5035936364988751,0.7910429358862779,0.959062646690929,1.0,0.4098238405817583,0.8331260654212678,53.18767850541934,72.77710490068989,80.05031381734888,67.6689778313429,True,Malaysia
MDV,2018,19.0,1.0013215807049216,50.29788301026408,5.882352941176471,0.0,0.71875,104.6,48.53197,1.1571841851494695,2.2,97.96401635464578,100.0,175.1750865,0.7418158650398254,TSI,TSI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Southern Asia,South Asia,Upper middle income,0.6466537615943667,0.4741909166950868,0.0561497326203208,1.0,0.7,0.7542857142857144,0.971847777404478,0.9775058498548156,0.9712793733681462,0.977860822110676,1.0,0.5484053837242527,0.7397496786814765,57.539888218195486,91.87296787282888,81.65039711291013,75.57387432749196,True,Maldives
MLI,2018,29.0,0.484375,58.775237919904846,8.843537414965986,15.2,0.5208333333333333,103.3,439.53977,39.27514792899408,53.7,54.50578432929372,50.9,110.1396447,0.1444376651197672,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,ORI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.2199075247869268,0.5638746260390799,0.0844155844155844,0.833879781420765,0.4888888888888888,0.8285714285714285,0.7398615202572559,0.0784071525229533,0.2989556135770234,0.5052983181042188,0.5050403225806451,0.3448045913478476,0.1375908028006729,43.8193281110249,48.64489287321653,37.31835087083461,43.00726283121696,True,Mali
MLT,2018,17.0,0.9570247933884298,62.484349682872,11.940298507462687,0.1,0.90625,106.8,4.05398,5.54197355429127,6.82,99.9762298341811,100.0,125.2767573,0.9655501693487168,ORI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,AVG_REG,ORI,ORI,ORI,TSI,Southern Europe,Europe & Central Asia,High income,0.6100861780266504,0.6031140945784982,0.1139755766621438,0.9989071038251366,0.9,0.6285714285714286,0.9982367200944486,0.8740806397265171,0.9109660574412533,0.9997415244809436,1.0,0.3921930311639183,0.9652744755298456,64.52165906184858,85.29637114584119,83.93022577936769,77.30094872378307,True,Malta
MHL,2018,38.0,0.9683544303797468,33.37539118051463,9.090909090909092,0.9,0.5,107.0,89.61976999999999,9.305029849711843,26.3,83.17239513267407,95.3,34.83971006,0.5726386081934767,TSI,TSI,ORI,TSI,ORI,ORI,AVG_REG,AVG_TLS,TSI,ORI,ORI,TSI,AVG_INC,Micronesia,East Asia & Pacific,Upper middle income,0.6194389431495881,0.2951643388518737,0.0867768595041322,0.9901639344262296,0.4666666666666667,0.617142857142857,0.9474702459679858,0.7853204153888397,0.6566579634464751,0.8170175195370164,0.9526209677419356,0.1090696453818848,0.5692185363987016,49.16421485196981,75.16478704865393,61.19816672648846,60.92571724367078,True,Marshall Islands
MEX,2018,24.0,0.9637760702524698,51.55824478965158,41.40127388535032,1.9,0.90625,103.9,55.52821,9.595375722543352,20.7,92.99902621533248,99.5,96.89668563,0.339764779806137,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,Central America,Latin America & Caribbean,Upper middle income,0.6156594463350421,0.4875245473730144,0.3951939779965258,0.9792349726775956,0.9,0.7942857142857138,0.9676968844256072,0.7784719489336858,0.7297650130548303,0.9238717833657836,0.9949596774193548,0.3033460129875742,0.3344810740297285,67.55225888764356,81.75548901749595,63.91646369506102,70.67348570577887,True,Mexico
FSM,2018,35.0,0.8205550207809462,49.18706394252358,0.0,16.0,0.5625,107.0,68.88322,9.305029849711843,23.83333333333333,90.34182954578333,78.3,20.7906521,0.2958234280452648,AVG_INC,TSI,ORI,TSI,ORI,ORI,ORI,AVG_TLS,AVG_REG,ORI,ORI,TSI,AVG_INC,Micronesia,East Asia & Pacific,Lower middle income,0.4974285765027253,0.462439329617883,0.0,0.825136612021858,0.5333333333333333,0.617142857142857,0.9597733115862322,0.7853204153888397,0.6888598781549173,0.8949775680864495,0.78125,0.0650874834463286,0.2901880700591271,46.366757029516,76.27741155682115,50.78757803979763,56.42263839313462,True,Micronesia
MDA,2018,27.0,1.0119555935098206,73.83778712489828,22.77227722772277,0.0,0.875,106.4,14.48033,7.2195121951219505,12.2,84.92341595067984,100.0,115.7581058,0.4914459213614464,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Eastern Europe,Europe & Central Asia,Upper middle income,0.655432279754724,0.7232244821296832,0.2173717371737173,1.0,0.8666666666666667,0.651428571428571,0.9920507311903732,0.8345120831050137,0.8407310704960835,0.8360580267956073,1.0,0.3623938180869209,0.4873760837630679,69.25390331449582,82.96806140550103,67.1456982161399,72.7988408738479,True,Moldova
MNG,2018,27.0,1.1065962395813145,61.37802647170816,17.105263157894736,0.7,0.84375,105.1,42.20453,10.073260073260071,12.0,71.21420571029594,98.1,133.4403606,0.9595734030008316,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,ORI,TSI,East Asia,East Asia & Pacific,Upper middle income,0.7335593843096303,0.5914100701076463,0.1632775119617225,0.9923497267759562,0.8333333333333334,0.7257142857142859,0.9756018690694616,0.7671999617915586,0.8433420365535248,0.6869848036748999,0.9808467741935484,0.4177501128800393,0.9592498785393188,66.27860052976577,82.79645382822078,76.12078923219516,74.75314165790265,True,Mongolia
MNE,2018,16.0,0.908991043019826,54.888849210824674,23.45679012345679,2.8,0.78125,107.9,5.3854,5.54197355429127,5.8,97.64062416476474,100.0,179.6504897,0.6757224202156067,ORI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,ORI,ORI,ORI,ORI,TSI,Southern Europe,Europe & Central Asia,Upper middle income,0.5704336820538601,0.5227597076361069,0.2239057239057239,0.9693989071038251,0.7666666666666667,0.5657142857142852,0.9974467840816864,0.8740806397265171,0.9242819843342036,0.9743442726353738,1.0,0.5624161386680886,0.6731273037040042,61.06329374732364,84.03809234641732,80.24719287518667,74.39814153974568,True,Montenegro
MOZ,2018,30.0,0.6462826436182568,83.17986769401425,39.6,72.52,0.71875,102.0,160.25721,17.69619423711119,51.2125,39.69091737370598,31.1,47.83274319,0.2742567658424377,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.3535644251386683,0.8220563049516754,0.378,0.2074316939890711,0.7,0.9028571428571428,0.905560812652176,0.587395756545368,0.3314295039164491,0.3442022426593883,0.3054435483870967,0.1497458023729623,0.2684488149770146,49.22104848158829,68.18108039927839,26.69601020991155,44.74594656865848,True,Mozambique
MMR,2018,19.0,0.8974954303733449,56.967518073836665,10.244648318042811,2.0,0.59375,106.7,214.53393,1.000834028356964,16.0,74.14148955924739,66.1,116.0975729,0.2801614552736282,TSI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Southeast Asia,East Asia & Pacific,Lower middle income,0.5609439018332573,0.5447503799766938,0.097789824854045,0.9781420765027322,0.5666666666666667,0.6342857142857139,0.8733582501380068,0.9811937231957012,0.7911227154046997,0.7188159325802629,0.658266129032258,0.3634565581657578,0.2744007582363882,54.965856996667895,81.99901007560304,50.37348445036668,61.00534235921799,True,Myanmar
NAM,2018,27.0,0.9529411764705882,60.15033077047813,36.3013698630137,15.6,0.78125,101.0,217.95181,33.92754456584244,6.9,51.08456575715569,52.3,114.6990872,0.7381663173437119,TSI,ORI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Africa,Sub-Saharan Africa,Upper middle income,0.606715098272383,0.5784220206977096,0.3465130759651307,0.8295081967213115,0.7666666666666667,0.96,0.8713304103133835,0.2045425161527468,0.9099216710182768,0.4680961692855601,0.5191532258064516,0.3590784408074919,0.7360709245212824,62.55650116646403,73.64486493711017,52.05996901051966,62.13070408329409,True,Namibia
NRU,2018,43.0,1.0012068481479102,62.364881335242266,10.526315789473683,1.7,0.5625,107.2,89.61976999999999,9.305029849711843,26.8,76.18557742874684,99.9,84.014210405,0.8725859133096842,AVG_INC,TSI,ORI,TSI,AVG_REG,ORI,AVG_REG,AVG_TLS,TSI,ORI,ORI,TSI,AVG_INC,Micronesia,East Asia & Pacific,High income,0.6465590483517002,0.6018502139602115,0.1004784688995215,0.9814207650273225,0.5333333333333333,0.6057142857142854,0.9474702459679858,0.7853204153888397,0.6501305483028721,0.7410432353719728,0.998991935483871,0.2630159699989309,0.8715662486125422,57.27283659144178,74.71588738434957,71.86543473668293,67.49846601406814,True,Nauru
NPL,2018,27.0,0.5540161607276908,30.943601461750028,3.636363636363636,8.2,0.40625,105.2,201.15369,4.2007730887145645,37.96666666666667,76.0018929489841,93.9,137.4358818,0.4361479878425598,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South Asia,Lower middle income,0.2773972236779,0.2694379271765323,0.0347107438016528,0.9103825136612022,0.3666666666666666,0.7199999999999998,0.8812967920221624,0.9057158970441546,0.5043516100957354,0.7390458601070711,0.9385080645161292,0.430258543049214,0.4316356140058519,37.17190149967908,75.2841074790513,63.486202041956666,56.21675978787901,True,Nepal
NLD,2018,21.0,0.9610182975338106,74.58913984085973,35.55555555555556,0.1,1.0,104.8,3.99093,1.56504161439994,0.1,98.4614411808714,100.0,122.1100816,0.9974315315485,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Western Europe,Europe & Central Asia,High income,0.6133828684958905,0.7311731995434693,0.3393939393939394,0.9989071038251366,1.0,0.7428571428571429,0.9982741278738156,0.9678856066067631,0.9986945169712794,0.9832697932188202,1.0,0.3822793954004859,0.9974109767050464,73.65714222516871,92.69278485772504,84.07400413310882,83.10761942021367,True,Netherlands
NZL,2018,23.0,0.9943939145281426,77.20903378921778,38.333333333333336,0.4386363636363636,0.9375,105.1,7.88525,1.2209712099106222,0.1588235294117647,100.0,100.0,130.5976242,0.993165209889412,TSI,ORI,ORI,AVG_INC,ORI,ORI,ORI,TSI,AVG_EUR,ORI,ORI,ORI,TSI,Australia and New Zealand,East Asia & Pacific,High income,0.6409348815763052,0.7588896051771915,0.3659090909090909,0.9952061599602584,0.9333333333333332,0.7257142857142859,0.9959636145773196,0.976001288088221,0.9979265857779144,1.0,1.0,0.4088506056646175,0.9931105126862284,73.88546141912359,92.39014435394353,85.04902795877113,83.42278096248728,True,New Zealand
NIC,2018,23.0,0.9941132779958044,57.523977375160406,45.65217391304348,3.9,0.875,103.5,74.43286,5.166666666666667,35.2,75.75874281640951,85.2,113.2267851,0.2122777067124843,TSI,TSI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Central America,Latin America & Caribbean,Lower middle income,0.6407032124086269,0.550637279224586,0.4357707509881423,0.9573770491803278,0.8666666666666667,0.817142857142857,0.9564806913057302,0.8829331045651575,0.5404699738903394,0.7364018584957785,0.8508064516129032,0.3544692328759261,0.2059737521460694,69.023099169367,79.9256656726021,53.69128237826693,66.65941501983745,True,Nicaragua
NGA,2018,24.0,0.7314819789707803,60.66246494253145,5.769230769230769,30.9,0.5208333333333333,103.9,1135.41354,5.668016194331984,43.4,52.41045573971513,56.5,87.06722748,0.290191687643528,ORI,TSI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,Western Africa,Sub-Saharan Africa,Lower middle income,0.4238976028736,0.5838399951391623,0.05506993006993,0.6622950819672131,0.4888888888888888,0.7942857142857138,0.3269972465797824,0.871107637962036,0.433420365535248,0.4825138264472655,0.561491935483871,0.2725737846059303,0.2845112601755121,44.279829978775886,60.645274109069504,40.02727016781447,47.54661755344327,True,Nigeria
MKD,2018,13.0,0.9180902536960794,47.41407835369604,37.5,3.4,0.875,108.2,2.87943,5.54197355429127,7.5,97.441880699391,99.8,93.16855383,0.746409073472023,ORI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Europe,Europe & Central Asia,Upper middle income,0.5779452007657436,0.4436825445222552,0.3579545454545454,0.9628415300546448,0.8666666666666667,0.5485714285714283,0.9989335846028607,0.8740806397265171,0.902088772845953,0.97218314676175,0.997983870967742,0.2916746755205675,0.7443796454706704,64.18180974927712,83.09186064366897,75.15553346801825,73.72992660526926,True,North Macedonia
NOR,2018,20.0,1.0186670805829685,77.90707756389347,41.42011834319526,0.3,0.875,106.4,1.9932,1.080550098231827,0.0,98.69567711661648,100.0,107.6910276,1.0,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Northern Europe,Europe & Central Asia,High income,0.6609727010646823,0.7662743561596238,0.3953738569123184,0.99672131147541,0.8666666666666667,0.651428571428571,0.999459387874999,0.9793134387434008,1.0,0.9858168623278308,1.0,0.3371389190930246,1.0,73.72017784557403,90.75503495117428,83.07389453552139,82.21932199817695,True,Norway
PAK,2018,29.0,0.609359113343613,23.6253843926418,20.045045045045047,4.9,0.4375,105.5,177.72768,7.597535934291582,18.3,72.36729471208896,93.4,70.07944774,0.0758194401860237,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,Southern Asia,South Asia,Lower middle income,0.3230835627391856,0.1920169793056635,0.1913390663390663,0.946448087431694,0.4,0.7028571428571426,0.8951955234024402,0.8255955351558117,0.7610966057441253,0.6995234321610228,0.933467741935484,0.2193916223871162,0.0684234424976547,41.05775391631219,79.618620178988,48.02015597453194,53.94416398221401,True,Pakistan
PLW,2018,31.0,1.0054773082942097,72.8444537856539,13.79310344827586,0.4386363636363636,0.5,107.7,89.61976999999999,9.305029849711843,23.83333333333333,98.53369410730758,100.0,133.8270091,0.8725859133096842,TSI,TSI,ORI,AVG_INC,ORI,ORI,AVG_REG,AVG_TLS,AVG_REG,ORI,ORI,TSI,AVG_INC,Micronesia,East Asia & Pacific,High income,0.6500843696612723,0.712715801128587,0.1316614420062695,0.9952061599602584,0.4666666666666667,0.5771428571428567,0.9474702459679858,0.7853204153888397,0.6888598781549173,0.9840554676985956,1.0,0.418960559657863,0.8715662486125422,59.12668878846108,74.969834916365,81.86455689922502,71.32722742271864,True,Palau
PAN,2018,16.0,1.0514421241699845,64.46918616776614,18.309859154929576,1.4,0.71875,106.1,47.07842,7.599498802479009,26.4,86.0533368522717,93.8,137.3834585,0.42057865858078,TSI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Central America,Latin America & Caribbean,High income,0.6880289328573103,0.6241120945801452,0.174775928297055,0.9846994535519126,0.7,0.6685714285714288,0.9727101735614762,0.8255492364541757,0.6553524804177546,0.8483447265921842,0.9375,0.4300944259905214,0.4159416870969925,63.43232818572846,78.05458297512088,65.79702099199245,68.80792007602538,True,Panama
PNG,2018,51.0,0.7293246746305353,58.243871536745225,0.0,39.7,0.59375,107.7,199.06436,9.305029849711843,27.3,27.977483279192725,16.6,46.09170728,0.2958234280452648,ORI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_TLS,ORI,ORI,ORI,ORI,AVG_INC,Melanesia,East Asia & Pacific,Lower middle income,0.4221167196194879,0.5582531900168294,0.0,0.5661202185792349,0.5666666666666667,0.5771428571428567,0.8825363986147814,0.7853204153888397,0.6436031331592689,0.216830983216789,0.1592741935483871,0.1442952929119537,0.2901880700591271,42.263135897644375,72.21507010764367,20.26471349340643,39.54667800557375,True,Papua New Guinea
PRY,2018,18.0,1.0011655011655012,66.48150781745201,16.0,1.4,0.96875,105.1,69.76347,5.138715268873394,21.6,93.59627437066617,99.6,115.4634996,0.2927113771438598,ORI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,South America,Latin America & Caribbean,Upper middle income,0.6465249158710823,0.6454008658844835,0.1527272727272727,0.9846994535519126,0.9666666666666668,0.7257142857142859,0.9592510562684258,0.8835924017278659,0.7180156657963446,0.9303662280462084,0.9959677419354838,0.3614715201198608,0.287051114152928,67.92038349402836,82.16433523767304,64.37141510636202,71.08732583908329,True,Paraguay
PER,2018,38.0,0.8914728682170542,76.60466241233034,27.692307692307693,3.6,0.96875,104.1,62.55472,3.584229390681003,15.35,81.49070362407478,95.2,130.8994047,0.3835711702704429,ORI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,South America,Latin America & Caribbean,Upper middle income,0.5559721971502872,0.7524958340683564,0.2643356643356643,0.960655737704918,0.9666666666666668,0.782857142857143,0.96352803215282,0.9202584796300268,0.7996083550913838,0.7987308955020932,0.9516129032258064,0.4097953635877311,0.3786380366405368,70.00252199851785,86.65630024328435,63.46942997390419,72.74885169051203,True,Peru
PHL,2018,14.0,1.0659477295572746,54.947047537098825,29.11392405063291,3.0,0.84375,108.0,82.29473,22.81370388021764,15.08,84.42429751995977,94.2,123.9757392,0.3682809174060821,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Southeast Asia,East Asia & Pacific,Lower middle income,0.7000035018798942,0.5233753998931271,0.2779056386651323,0.9672131147540984,0.8333333333333334,0.5599999999999998,0.9518162171047602,0.466687675583324,0.8031331592689295,0.8306306395222535,0.941532258064516,0.3881200471305255,0.3632254195112729,66.03661977051172,69.54092629892534,63.0877091057142,66.16932247020239,True,Philippines
POL,2018,13.0,1.0239761951404205,67.68092057680464,25.535714285714285,0.2,0.9375,105.9,1.86507,2.212855637513172,7.8199999999999985,96.84280364180566,100.0,125.3471416,0.8989410251379013,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Eastern Europe,Europe & Central Asia,High income,0.665355445322479,0.6580897041412053,0.24375,0.9978142076502732,0.9333333333333332,0.6799999999999995,0.9995354078396348,0.9526054424246334,0.897911227154047,0.9656688146954984,1.0,0.3924133771607199,0.8981322741459745,69.9668538089458,88.25130193545787,81.40536165005483,79.51007422102768,True,Poland
PRT,2018,18.0,1.0187845303867402,74.61190389198215,34.78260869565217,0.3,0.96875,104.7,10.98013,5.54197355429127,6.82,99.47747095789916,100.0,115.2549871,0.9051232635974884,ORI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,AVG_REG,ORI,ORI,ORI,TSI,Southern Europe,Europe & Central Asia,High income,0.6610696574304735,0.7314140251979471,0.3320158102766798,0.99672131147541,0.9666666666666668,0.7485714285714282,0.9941274117508804,0.8740806397265171,0.9109660574412533,0.9943180469834296,1.0,0.3608187481997293,0.9043639875927496,73.75774942094354,88.19363843725198,81.4875195693977,80.930459260805,True,Portugal
ROU,2018,18.0,0.9458044165460392,63.2234393717654,18.70967741935484,2.7,0.90625,105.4,11.40143,3.1604538087520258,6.9,90.41271540799384,99.8,115.4396415,0.5646903365850449,TSI,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,Eastern Europe,Europe & Central Asia,High income,0.6008236086011555,0.6109330788659765,0.1785923753665689,0.9704918032786886,0.9,0.7085714285714281,0.9938774530284812,0.9302541886409764,0.9099216710182768,0.8957483771825333,0.997983870967742,0.3613968296444806,0.5612066566589169,65.21681732224779,88.56561853147906,70.40839336134181,74.08831739383822,True,Romania
RWA,2018,38.0,0.8132780082987551,59.526367509737945,55.66037735849056,52.0,0.6875,102.7,281.36148,12.508185985592664,6.02,67.07462878410749,38.0,77.40789677,0.3321228921413421,ORI,ORI,ORI,TSI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.4914213064909163,0.5718209829549211,0.5313036020583191,0.4316939890710383,0.6666666666666666,0.8628571428571425,0.8337092375126351,0.7097667072087674,0.9214099216710184,0.6419712643154114,0.375,0.2423341593808158,0.3267780301515688,53.85813094483722,83.1935752312391,39.6520863461949,56.21717741608618,True,Rwanda
WSM,2018,40.0,1.0624356860762674,42.57288025450054,10.0,1.2,0.71875,107.6,58.08097,9.305029849711843,7.4,96.13080906408833,99.8,47.68694475,0.2958234280452648,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_TLS,TSI,ORI,ORI,ORI,AVG_INC,Polynesia,East Asia & Pacific,Lower middle income,0.6971042635543787,0.3924664980274718,0.0954545454545454,0.9868852459016394,0.7,0.582857142857143,0.9661823232383492,0.7853204153888397,0.9033942558746736,0.9579266235200992,0.997983870967742,0.1492893638974226,0.2901880700591271,57.43821105876072,80.94385343397514,59.88469821110978,65.2980504897562,True,Samoa
STP,2018,27.0,0.7822584557388664,21.53108231649832,18.181818181818183,15.7,0.59375,102.8,149.1564,20.24828425129148,28.64,54.81897857636854,71.0,76.9409115,0.2958234280452648,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_AFR,TSI,ORI,ORI,ORI,AVG_INC,Central Africa,Sub-Saharan Africa,Lower middle income,0.4658142557501375,0.1698609199360396,0.1735537190082645,0.8284153005464481,0.5666666666666667,0.8571428571428572,0.912146960967382,0.527198920674415,0.6261096605744125,0.5087039756917561,0.7076612903225806,0.2408722092753256,0.2901880700591271,44.08621723815113,73.06495998397666,43.68563863371973,52.01359742936309,True,São Tomé and Príncipe
SEN,2018,24.0,0.6142245170369298,46.03913153657483,41.81818181818182,9.2,0.4895833333333333,103.1,277.48837,19.427385601185183,25.5,64.41347152446079,66.0,106.3244864,0.1787091381847858,ORI,TSI,ORI,ORI,ORI,ORI,ORI,AVG_REG,ORI,ORI,ORI,ORI,TSI,Western Africa,Sub-Saharan Africa,Lower middle income,0.3271000178124364,0.4291366947820356,0.3991735537190083,0.8994535519125684,0.4555555555555555,0.8400000000000002,0.8360071668440179,0.5465616786620118,0.6671018276762402,0.6130339817899744,0.657258064516129,0.3328608075982088,0.1721365423311286,50.20838747563209,72.24176682955674,44.38223490588602,54.399043902383,True,Senegal
SRB,2018,17.0,0.9319310411503104,59.16062275203808,34.4,2.9,0.9375,106.9,11.46952,21.8436873747495,5.5,96.7481196042476,100.0,121.0748239,0.7505233883857727,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Southern Europe,Europe & Central Asia,Upper middle income,0.5893709537951773,0.5679516927230893,0.3283636363636363,0.9683060109289616,0.9333333333333332,0.6228571428571423,0.9938370549999788,0.4895677166662543,0.9281984334203656,0.9646392255062334,1.0,0.379038404300864,0.748526886270242,67.74651254288398,75.86150869859351,77.30511290193348,73.51436539644948,True,Serbia
SLE,2018,36.0,0.4887412269282126,62.370140969330784,12.396694214876034,26.1,0.5625,103.3,459.50471,19.427385601185183,31.15,32.928842943516,26.1,80.84116316,0.0997344348579645,TSI,ORI,ORI,ORI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.2235119028410794,0.6019058567284898,0.1183320811419985,0.7147540983606557,0.5333333333333333,0.8285714285714285,0.7280162534754453,0.5465616786620118,0.5933420365535248,0.2706718049014863,0.2550403225806452,0.2530823873945952,0.0925298231963116,43.83674544811114,67.41228493156027,21.78310845182596,40.07735655235691,True,Sierra Leone
SGP,2018,11.0,0.9235880398671096,72.35105669757414,23.0,0.4386363636363636,0.6875,106.0,6.67091,3.764078561032876,0.1,100.0,100.0,147.3617155,0.964532434940338,ORI,ORI,ORI,AVG_INC,ORI,ORI,ORI,TSI,TSI,ORI,ORI,ORI,TSI,Southeast Asia,East Asia & Pacific,High income,0.5824836959349347,0.7074960502145141,0.2195454545454545,0.9952061599602584,0.6666666666666666,0.6742857142857142,0.996684086628016,0.9160163287148774,0.9986945169712794,1.0,1.0,0.4613324859699251,0.9642485964345312,63.42796054643656,89.64201616499717,85.63952706011142,78.67236535533478,True,Singapore
SVK,2018,18.0,0.9907192575406032,68.70709018840375,20.0,0.2,0.9375,105.4,4.65018,9.137055837563452,7.8199999999999985,98.2762702477763,100.0,132.9546485,0.8585300594568253,ORI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Eastern Europe,Europe & Central Asia,High income,0.6379014036512705,0.6689457669302755,0.1909090909090909,0.9978142076502732,0.9333333333333332,0.7085714285714281,0.997882992607398,0.789282463742816,0.897911227154047,0.9812562543394294,1.0,0.4162295363191708,0.8573979090971146,68.57807604948488,84.84120280189222,81.37209249389288,77.93918604738111,True,Slovak Republic
SVN,2018,18.0,1.0031372781335293,73.67159097347883,28.68217054263566,0.0,0.90625,106.8,4.36618,4.866412213740458,6.82,98.810745021476,100.0,117.0914525,0.9724270850419998,TSI,ORI,ORI,ORI,ORI,ORI,ORI,TSI,AVG_REG,ORI,ORI,ORI,TSI,Southern Europe,Europe & Central Asia,High income,0.6481526438266133,0.7214662583090617,0.273784355179704,1.0,0.9,0.6285714285714286,0.998051490772984,0.8900152873729325,0.9109660574412533,0.9870681046061516,1.0,0.3665680104521747,0.972206425547353,70.86806514630759,85.69010660396495,83.14606351514198,79.62956021761622,True,Slovenia
SLB,2018,50.0,0.8205550207809462,89.846200188457,2.0,26.6,0.53125,107.0,127.14326,9.305029849711843,21.3,45.04504394283764,65.8,73.11789627,0.2958234280452648,AVG_INC,TSI,ORI,TSI,ORI,ORI,ORI,AVG_TLS,TSI,ORI,ORI,ORI,AVG_INC,Melanesia,East Asia & Pacific,Lower middle income,0.4974285765027253,0.8925808296642257,0.019090909090909,0.7092896174863388,0.5,0.617142857142857,0.9252074317729716,0.7853204153888397,0.7219321148825064,0.402422730248491,0.655241935483871,0.2289038285193566,0.2901880700591271,52.36779865488398,76.24007047967936,39.41891410777114,53.990508923855295,True,Solomon Islands
