,ISO_code,Year,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion,Education (source),Employment (source),Parliamentary Representation (source),Poverty Alleviation (source),Legal Protection (source),Gender-Equitable Births (source),Maternal Survival (source),Attitudes Against Violence (source),Absence of Child Marriage (source),Water Sanitation Access (source),Electricity Access (source),Cell Phone Use (source),Financial Inclusion (source),Subregion,Region,Income,Education (score),Employment (score),Parliamentary Representation (score),Poverty Alleviation (score),Legal Protection (score),Gender-Equitable Births (score),Maternal Survival (score),Attitudes Against Violence (score),Absence of Child Marriage (score),Water Sanitation Access (score),Electricity Access (score),Cell Phone Use (score),Financial Inclusion (score),Equity,Protection,Resources,WSI (Baseline),included_index,Economy,WSI Quartile
2459,ISR,2024,1.0,76.99126177080697,25.0,0.2,0.8125,105.5,2.83786,6.974895348365124,13.866666666666667,99.94942799625446,100.0,152.2222464,0.9193178415298462,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Middle East,Middle East & North Africa,High income,0.64556277925013,0.7565857494803869,0.2386363636363636,0.9978142076502732,0.8,0.7028571428571426,0.9989582482251966,0.8402819266817185,0.8189730200174065,0.9994500827206068,1.0,0.4765489266555021,0.9186721613635612,68.77198200034307,84.02675844453661,84.86677926849175,78.85979137798286,True,Israel,top quartile
2489,ITA,2024,0.9742883379247016,59.94071962404862,33.553719008264466,0.8,0.96875,105.9,4.59094,0.8999999999999999,6.82,99.8955957000772,100.0,132.971226,0.9709160327911376,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,High income,0.6243374622788174,0.5762045005712058,0.3202854996243426,0.9912568306010928,0.9666666666666668,0.6799999999999995,0.9979181399008112,0.9835721226336068,0.9109660574412533,0.9988647131946884,1.0,0.4162814340543473,0.9706832807039388,69.57501919484251,89.31140799939176,84.64573569882437,80.72135652906151,True,Italy,top quartile
2519,JAM,2024,1.0616747958022086,75.38053647425427,30.120481927710845,0.3,0.625,103.9,98.87891,14.528389522511397,7.9,88.0531194103169,100.0,106.2021796,0.7155323028564453,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Caribbean,Latin America & Caribbean,Upper middle income,0.6964761385735825,0.7395455499289008,0.287513691128149,0.99672131147541,0.6,0.7942857142857138,0.9419767667253668,0.6621156212117574,0.8968668407310705,0.8700902557832241,1.0,0.3324779123536497,0.7132557753877082,66.40513382212085,82.3811235738477,72.89559858811457,73.60549277396666,True,Jamaica,mid-quartiles
2549,JOR,2024,0.8896044158233671,17.239115893400093,13.846153846153848,0.0,0.5,104.9,41.31479,3.413821815154038,9.7,97.74697058840827,100.0,67.56799743,0.3195077180862427,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Middle East,Middle East & North Africa,Lower middle income,0.554429764996906,0.1244553101313145,0.1321678321678321,1.0,0.4666666666666667,0.7371428571428567,0.9761297548365336,0.9242779291001344,0.8733681462140992,0.975500677990746,1.0,0.2115292436751756,0.3140618998524117,45.554391479254384,87.7729671823406,62.52729553795834,62.99705171832592,True,Jordan,mid-quartiles
2579,JPN,2024,0.9485407066052228,78.55828165160915,16.01123595505618,0.7,0.75,105.1,4.31491,1.429646350639579,7.4,99.67337651246535,100.0,167.5231573,0.9884162545204164,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,East Asia,East Asia & Pacific,High income,0.6030824522208925,0.7731635803042797,0.1528345250255362,0.9923497267759562,0.7333333333333333,0.7257142857142859,0.9980819094382996,0.9710792112308168,0.9033942558746736,0.9964483135658476,1.0,0.5244501555408386,0.988323552554464,65.09527235319996,89.95674155645189,87.73055054152876,80.08994701260936,True,Japan,top quartile
2609,KAZ,2024,1.0049261083743843,57.5981578372036,20.945945945945947,0.0,0.71875,106.4,13.38363,9.20608108108108,7.0,97.06330625783131,100.0,130.4206754,0.8362918496131897,TSI,AVG_INC,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Central Asia,Europe & Central Asia,Upper middle income,0.6496293468401652,0.5514220498361502,0.1999385749385749,1.0,0.7,0.651428571428571,0.9927014070290991,0.7876543466968277,0.908616187989556,0.9680665484161952,1.0,0.4082966474705477,0.8349817321377997,62.01979943229781,83.51001282860136,80.28362320061358,74.63891036018877,True,Kazakhstan,mid-quartiles
2639,KEN,2024,0.8556228905802875,66.8229036506087,24.57831325301205,36.1,0.875,102.1,529.96226,23.98042414355628,12.5,45.2186290197879,76.0,121.6735548,0.4476848542690277,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Lower middle income,0.5263775666465722,0.649012563754683,0.2346111719605695,0.6054644808743169,0.8666666666666667,0.8971428571428574,0.6862135495082526,0.439167929881067,0.8368146214099217,0.4043102851442796,0.7580645161290323,0.3809127989737735,0.4432648072363356,57.64264899805617,71.48347394855247,49.66381018708553,58.929108654542006,True,Kenya,mid-quartiles
2669,KGZ,2024,0.9909726496001436,53.42597668469897,21.11111111111111,0.7,0.78125,105.6,50.38244,6.287683031869079,12.9,95.5318789799392,99.7,130.3819712,0.3939322233200073,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Central Asia,Europe & Central Asia,Lower middle income,0.6381105821464609,0.507283673443983,0.2015151515151515,0.9923497267759562,0.7666666666666667,0.6971428571428573,0.9707498872619712,0.8564913890418842,0.8315926892950392,0.9514138896351776,0.9969758064516128,0.4081754796031482,0.3890820067387124,62.11851601096436,83.8994205685438,68.64117956071628,70.9885421117895,True,Kyrgyz Republic,mid-quartiles
2699,KHM,2024,0.7053718595071979,82.53575357316006,14.438502673796792,0.3965840298565899,0.8125,105.3,217.98315,9.938086323871843,17.9,77.14415666488412,92.3,116.3256071,0.3129549920558929,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Southeast Asia,East Asia & Pacific,Lower middle income,0.4023433540603428,0.8152420870482402,0.1378220709771512,0.9956657483075784,0.8,0.7142857142857143,0.871311816184829,0.7703883414963388,0.7663185378590078,0.7514667750100642,0.9223790322580644,0.3641704449715351,0.3074567339107715,63.02146520786624,78.05761024564725,58.63682465376089,66.0731071481821,True,Cambodia,mid-quartiles
2729,KIR,2024,1.0136043503605052,43.05726348096072,6.666666666666667,1.7,0.6875,107.1,76.33471,9.305029849711843,18.4,55.25103092783342,94.4,48.82650573,0.313592883447806,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_TLS,TSI,TSI,TSI,TSI,AVG_INC,Micronesia,East Asia & Pacific,Lower middle income,0.656793350332811,0.3975908894155872,0.0636363636363636,0.9814207650273225,0.6666666666666666,0.6114285714285717,0.955352317234534,0.7853204153888397,0.7597911227154047,0.5134020899857524,0.9435483870967742,0.1528568881898344,0.3080997301961061,55.322160701575015,77.79731066918376,47.94767738671168,59.09405122069023,True,Kiribati,mid-quartiles
2759,KOR,2024,0.8879377431906615,67.81005768919725,19.19191919191919,0.2,0.875,105.9,8.11562,5.381526104417671,7.4,99.87724411087298,100.0,148.5880603,0.986826241016388,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,East Asia,East Asia & Pacific,High income,0.5530539047039,0.6594558726426762,0.1831955922865013,0.9978142076502732,0.8666666666666667,0.6799999999999995,0.9958269352730732,0.8778651570250012,0.9033942558746736,0.9986651589895889,1.0,0.4651716968078329,0.986720814549714,65.20372487900035,86.42715870431869,86.2639417586784,78.62922232787928,True,Republic of Korea (South Korea),top quartile
2789,KWT,2024,1.1683748169838946,72.35641358759187,3.076923076923077,0.3454545454545454,0.1979166666666666,104.7,7.1709,9.833465503568595,13.866666666666667,100.0,100.0,180.9950542,0.7346301078796387,TSI,AVG_INC,ORI,AVG_INC,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Middle East,Middle East & North Africa,High income,0.784558416716263,0.707552721873594,0.0293706293706293,0.9962245404868356,0.1444444444444444,0.7485714285714282,0.9963874408610746,0.7728560610177844,0.8189730200174065,1.0,1.0,0.5666254496226147,0.7325064156121017,53.24301505783533,83.41969876169235,82.47829663086792,71.55230801612882,True,Kuwait,mid-quartiles
2819,LAO,2024,0.6790871421858682,69.19177762183382,21.951219512195124,7.1,0.90625,105.3,126.06175,9.938086323871843,32.7,81.47652881149317,100.0,64.95535792,0.378537505865097,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Southeast Asia,East Asia & Pacific,Lower middle income,0.3806449724071957,0.6740733765875041,0.2095343680709534,0.9224043715846996,0.9,0.7142857142857143,0.9258490953330524,0.7703883414963388,0.573107049608355,0.7985767593438738,1.0,0.2033500807494322,0.373564089013573,61.73314177300705,74.59075501808651,59.387273227671976,64.90810390963566,True,Laos,mid-quartiles
2849,LBN,2024,1.429353778751369,31.0208245253138,6.25,0.0,0.46875,105.3,20.62462,5.016722408026756,6.0,97.02200000000002,100.0,76.67627276,0.1659271568059921,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Middle East,Middle East & North Africa,Lower middle income,1.0,0.2702548861054819,0.0596590909090909,1.0,0.4333333333333333,0.7142857142857143,0.9884053030430904,0.8864698802576236,0.9216710182767625,0.9676173863651366,1.0,0.2400437278248084,0.1592522697888534,55.26494620695812,87.77079789657978,59.17283459946996,65.96406192466459,True,Lebanon,mid-quartiles
2879,LBR,2024,0.5162946350821631,52.76398561824821,10.679611650485436,27.6,0.71875,103.8,652.33873,19.427385601185183,24.9,40.04200967361267,31.8,31.82876165,0.192253366112709,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.2462576055496337,0.5002803315968258,0.1019417475728155,0.6983606557377049,0.7,0.8,0.6136071737832944,0.5465616786620118,0.674934725848564,0.3480200016580632,0.3125,0.0996435314797805,0.1857891615007653,44.9368068091396,65.87758945734676,23.64881736596523,41.21447559961823,True,Liberia,lowest quartile
2909,LBY,2024,0.9714561309316208,36.085179938947086,16.470588235294116,2.508510638297873,0.5,105.7,72.1271,5.42432195975503,8.26,94.67522433359822,70.0,204.6286291,0.5962095856666565,AVG_INC,TSI,ORI,AVG_INC,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Northern Africa,Middle East & North Africa,Upper middle income,0.6219994379620518,0.3238317604692582,0.1572192513368983,0.9725845831880012,0.4666666666666667,0.6914285714285711,0.9578487065532004,0.8768557196362783,0.8921671018276762,0.9420986725663492,0.6975806451612904,0.6406130238306079,0.5929781468106,50.84603399245753,85.45750248614316,71.8317622092212,67.83303782547617,True,Libya,mid-quartiles
2939,LCA,2024,1.0615199034981908,75.04980091196865,24.13793103448276,0.1,0.78125,103.1,73.26798,14.528389522511397,24.0,87.82311048092849,100.0,95.63211097,0.6149815456118695,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,AVG_INC,Caribbean,Latin America & Caribbean,Upper middle income,0.6963482729288192,0.7360466292922274,0.2304075235109718,0.9989071038251366,0.7666666666666667,0.8400000000000002,0.9571718185702648,0.6621156212117574,0.6866840731070496,0.8675891509165506,1.0,0.2993871192571848,0.6119003342961854,68.56752392447643,78.6492878222268,69.47191511174802,72.08985921880927,True,St. Lucia,mid-quartiles
2969,LKA,2024,0.9880073800738008,40.04943781811403,5.333333333333333,1.0,0.53125,104.4,28.84231,4.478522694144559,9.8,93.18019712521767,100.0,143.0794174,0.8924238085746765,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Southern Asia,South Asia,Lower middle income,0.6356627129492974,0.3657704730971229,0.0509090909090909,0.989071038251366,0.5,0.7657142857142852,0.98352971962635,0.8991645421474264,0.8720626631853785,0.9258418262055044,1.0,0.4479262683411864,0.8915629018452974,50.82826630413756,88.011780266836,81.6332749097997,71.47778853996991,True,Sri Lanka,mid-quartiles
2999,LSO,2024,1.2071817485136522,54.48513364154578,24.836601307189543,32.4,0.75,102.8,566.20625,33.92754456584244,16.4,58.09739310857054,50.0,67.51784393,0.4215931594371795,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Southern Africa,Sub-Saharan Africa,Lower middle income,0.8165940517518705,0.518488716252736,0.2370766488413547,0.6459016393442623,0.7333333333333333,0.8571428571428572,0.6647098670134755,0.2045425161527468,0.7859007832898173,0.544353280974234,0.4959677419354839,0.2113722324816198,0.4169643067629786,59.02788779047115,62.80740058997242,41.716439053857904,53.67743616146248,True,Lesotho,lowest quartile
3029,LTU,2024,1.0134328358208955,80.17937682468575,29.285714285714285,0.3,0.9375,105.2,8.66048,1.6814339274786836,0.2,96.20851590055258,100.0,139.1367809,0.903759777545929,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Northern Europe,Europe & Central Asia,High income,0.6566517628128077,0.7903134849468013,0.2795454545454545,0.99672131147541,0.9333333333333332,0.7199999999999998,0.995503667982576,0.9651402297085696,0.9973890339425588,0.95877160352749,1.0,0.4355833996954913,0.9029895898859096,73.13130694227613,91.9508232908426,82.43361482772228,82.14625466211308,True,Lithuania,top quartile
3059,LUX,2024,0.9943910256410255,73.9171579344336,33.333333333333336,0.1,1.0,105.3,6.4855,1.4977441504239244,0.1,98.34493548907976,100.0,137.0751156,0.9817748665809632,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Western Europe,Europe & Central Asia,High income,0.6409324967617968,0.7240641625121417,0.3181818181818182,0.9989071038251366,1.0,0.7142857142857143,0.9967940910114008,0.9694729700504452,0.9986945169712794,0.9820029165218588,1.0,0.4291291237333814,0.9816290151635036,73.64171162561786,91.981182307971,84.8190263854686,83.13273108698394,True,Luxembourg,top quartile
3089,LVA,2024,1.0527540729247478,77.7271549948297,32.0,0.4,1.0,106.3,18.32162,1.6814339274786836,0.2,94.56777539044866,100.0,117.0957679,0.975525975227356,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Northern Europe,Europe & Central Asia,High income,0.6891119638993496,0.7643709176979419,0.3054545454545455,0.9956284153005464,1.0,0.6571428571428571,0.9897716807731768,0.9651402297085696,0.9973890339425588,0.9409302784724988,1.0,0.3665815202990383,0.975330115415416,75.09131684704766,90.23609503917903,82.07104785467382,82.23436261065305,True,Latvia,top quartile
3119,MAR,2024,0.8256477024077369,21.350331792124823,21.359223300970875,1.4,0.75,104.7,71.85185,17.583333333333336,13.7,87.3523749055603,100.0,137.4592738,0.3141913712024688,AVG_INC,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Northern Africa,Middle East & North Africa,Lower middle income,0.5016326525148497,0.1679487223620945,0.2038834951456311,0.9846994535519126,0.7333333333333333,0.7485714285714282,0.9580120133140368,0.5900578371393964,0.8211488250652741,0.8624703973029397,1.0,0.4303317743459263,0.3087030075062329,51.82995313815641,77.9447526022534,65.03762947887748,64.04877102534347,True,Morocco,mid-quartiles
3149,MDA,2024,1.0136286201022149,80.9415392868119,40.81632653061224,0.0,0.90625,106.2,12.26477,7.2195121951219505,12.2,87.25834625767416,100.0,127.4162572,0.6292402744293213,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Eastern Europe,Europe & Central Asia,Upper middle income,0.656813385325457,0.7983765609244851,0.3896103896103896,1.0,0.9,0.6628571428571426,0.993365230471168,0.8345120831050137,0.8407310704960835,0.8614479347861145,1.0,0.3988909771280409,0.6262731723364001,74.89600671720663,83.28663817323519,72.16530210626388,76.63976123144602,True,Moldova,mid-quartiles
3179,MDG,2024,0.8696960364383461,76.088159818983,17.159763313609467,80.7,0.625,103.8,391.51692,17.515475716662582,38.8,27.529112551591854,36.1,70.18472487,0.1223559603095054,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.5379951346103244,0.7470316451850406,0.1637977407208176,0.1180327868852458,0.6,0.8,0.7683536404375757,0.5916584130558519,0.4934725848563969,0.2119554237684742,0.3558467741935484,0.2197212043272686,0.1153323833473712,43.33714614802857,66.33711595874561,22.57139464091657,40.18448711687221,True,Madagascar,lowest quartile
3209,MDV,2024,1.0013215807049216,53.40105916262397,5.0,0.0,0.71875,105.1,56.6938,1.1571841851494695,2.2,99.65361524433742,100.0,136.5417622,0.7418158650398254,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Southern Asia,South Asia,Upper middle income,0.6466537615943667,0.5070200657702255,0.0477272727272727,1.0,0.7,0.7257142857142859,0.9670053359156588,0.9775058498548156,0.9712793733681462,0.996233430587096,1.0,0.4274594007046582,0.7397496786814765,58.02802200183731,91.03762112132266,79.08606274933076,74.75717376312532,True,Maldives,mid-quartiles
3239,MEX,2024,0.9722222222222222,56.0631026115028,50.47923322683706,1.2,0.90625,103.9,59.12507,9.595375722543352,20.7,94.8904817217203,100.0,100.2881985,0.3911292254924774,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Central America,Latin America & Caribbean,Upper middle income,0.6226318564507655,0.5351823797791415,0.4818472262561719,0.9868852459016394,0.9,0.7942857142857138,0.9655628551584609,0.7784719489336858,0.7297650130548303,0.9444393699577552,1.0,0.3139635268934577,0.3862565771847923,70.53093416775435,81.70213828581727,66.11648685090013,72.49492573505817,True,Mexico,mid-quartiles
3269,MHL,2024,0.9683544303797468,43.116776060205424,12.12121212121212,0.9,0.71875,107.0,75.32332,9.305029849711843,26.3,82.64901600466486,100.0,38.04994055,0.6149815456118695,TSI,TSI,ORI,TSI,ORI,ORI,AVG_REG,AVG_TLS,TSI,TSI,TSI,TSI,AVG_INC,Micronesia,East Asia & Pacific,Upper middle income,0.6194389431495881,0.3982204854294598,0.1157024793388429,0.9901639344262296,0.7,0.617142857142857,0.9559523783602102,0.7853204153888397,0.6566579634464751,0.8113263227314845,1.0,0.1191196343322927,0.6119003342961854,56.47051684688241,75.37684035845955,63.55865728399907,64.67624563251076,True,Marshall Islands,mid-quartiles
3299,MKD,2024,0.8926919518963922,56.81790000235445,42.5,2.7,0.875,107.6,3.03597,5.523562786176682,7.5,98.60585644084318,100.0,97.83329942,0.7990535497665405,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,Upper middle income,0.5569785668448144,0.5431675391285231,0.4056818181818182,0.9704918032786886,0.8666666666666667,0.582857142857143,0.9988407088886324,0.8745148994823619,0.902088772845953,0.9848401570759876,1.0,0.3062781881910748,0.7974454230150844,66.85972788201022,83.95753810185226,77.21409420705368,75.6786936950181,True,North Macedonia,mid-quartiles
3329,MLI,2024,0.5277777777777777,47.49000959977068,28.571428571428573,20.8,0.6145833333333333,103.3,440.2248,39.27514792899408,53.7,61.24405226306925,53.0,114.4971206,0.2829016149044037,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.2557370916609338,0.4444858370439993,0.2727272727272727,0.7726775956284153,0.5888888888888888,0.8285714285714285,0.7394550896291877,0.0784071525229533,0.2989556135770234,0.5785698852861003,0.5262096774193549,0.3584461615662741,0.2771628467143784,46.6903337189902,48.63473210751482,43.5097142746527,46.22957623323293,True,Mali,lowest quartile
3359,MLT,2024,0.96696212731668,75.57907394056024,27.848101265822784,0.3,0.90625,106.8,2.89278,5.523562786176682,6.82,99.97616328620076,100.0,131.5920538,0.9532607793807985,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,High income,0.618289578563698,0.7416459192789946,0.2658227848101265,0.99672131147541,0.9,0.6285714285714286,0.9989256640024714,0.8745148994823619,0.9109660574412533,0.9997408008417442,1.0,0.4119637797881236,0.9528867364906024,70.44959188256458,85.32445123743788,84.11478292801175,79.6663227297492,True,Malta,top quartile
3389,MMR,2024,0.9049034175334324,52.89899524397261,0.0,2.0,0.59375,106.6,178.67438,1.000834028356964,16.0,76.85406807751234,73.7,106.6964737,0.3485051691532135,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Southeast Asia,East Asia & Pacific,Lower middle income,0.5670592931732565,0.5017086266441806,0.0,0.9781420765027322,0.5666666666666667,0.6400000000000001,0.894633843073707,0.9811937231957012,0.7911227154046997,0.7483123671374169,0.7348790322580645,0.3340253558343363,0.3432914106384304,52.27153325973673,82.6737570418527,54.012704146706206,61.57101005054845,True,Myanmar,mid-quartiles
3419,MNE,2024,0.908991043019826,62.852425231374646,27.160493827160494,2.0,0.84375,106.7,6.17443,5.523562786176682,5.8,98.1580774566826,100.0,203.1681662,0.6757224202156067,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,Upper middle income,0.5704336820538601,0.6070080427333644,0.2592592592592592,0.9781420765027322,0.8333333333333334,0.6342857142857139,0.9969786499000234,0.8745148994823619,0.9242819843342036,0.9799710322143746,1.0,0.636040879851164,0.6731273037040042,64.96352787765099,85.75153120005757,82.22848039423857,77.08642703176677,True,Montenegro,top quartile
3449,MNG,2024,1.1242937853107344,63.57530925613445,18.05555555555556,0.2,0.90625,104.4,39.49361,10.073260073260071,12.0,74.43517590250102,100.0,142.2895592,0.9896798133850098,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,East Asia,East Asia & Pacific,Upper middle income,0.7481689422845743,0.6146555839130131,0.1723484848484848,0.9978142076502732,0.9,0.7657142857142852,0.9772102671224556,0.7671999617915586,0.8433420365535248,0.7220094622590467,1.0,0.4454535280793527,0.9895972233807758,68.65974437392691,83.8366637795456,78.92650534297938,76.87521578818259,True,Mongolia,top quartile
3479,MOZ,2024,0.6610346383842942,80.81010362713417,43.2,74.5,0.84375,102.0,127.11053,17.515475716662582,48.4,45.89893447632531,33.2,42.07158261,0.3077729344367981,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.3657423918508671,0.7969860756108917,0.4123636363636364,0.1857923497267759,0.8333333333333334,0.9028571428571428,0.925226850593252,0.5916584130558519,0.3681462140992166,0.4117078905011435,0.3266129032258065,0.1317098388024694,0.3022332055143866,51.88435573771009,69.69721551513659,29.306595951095154,47.32301552211184,True,Mozambique,lowest quartile
3509,MRT,2024,0.6362840789331586,34.06932917430224,23.295454545454547,5.4,0.4375,103.3,463.8321,19.427385601185183,36.6,63.150744611877705,49.0,113.1204131,0.1313282698392868,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Lower middle income,0.3453104778023245,0.3025056539201889,0.2223657024793388,0.940983606557377,0.4,0.8285714285714285,0.7254487982755329,0.5465616786620118,0.5221932114882506,0.5993031564922839,0.4858870967741935,0.3541362233216393,0.1243764961409596,44.22330881518459,65.56937792493059,39.09257431822692,48.39667468796364,True,Mauritania,lowest quartile
3539,MUS,2024,0.8758241758241758,58.14929805064009,20.0,0.1,0.90625,103.5,84.35798,17.515475716662582,32.525,96.95736799364155,100.0,161.3582163,0.892772912979126,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Upper middle income,0.5430539946920918,0.5572526773416016,0.1909090909090909,0.9989071038251366,0.9,0.817142857142857,0.950592083864812,0.5916584130558519,0.5753916449086162,0.9669145813650184,1.0,0.5051501117829474,0.8919148000494442,63.80245733535841,73.36962497430342,84.09948732993526,73.29072499579192,True,Mauritius,mid-quartiles
3569,MWI,2024,0.671102480271809,71.21073834610056,20.72538860103627,70.1,0.7395833333333333,101.4,380.66989,17.515475716662582,37.7,56.70939373243039,14.0,60.12725997,0.168777123093605,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.3740535284337042,0.6954323840493905,0.1978332548280734,0.233879781420765,0.7222222222222221,0.9371428571428566,0.7747892202159424,0.5916584130558519,0.5078328981723237,0.5292602495696073,0.1330645161290322,0.1882351750751711,0.1621250436802958,44.468423419083095,70.28558471467437,25.317124611352664,42.931637915475946,True,Malawi,lowest quartile
3599,MYS,2024,0.9794826048171276,60.537183289507134,14.134275618374556,0.0,0.4791666666666666,106.5,21.13193,21.24904798172125,15.433333333333334,96.37904211728086,100.0,141.2923164,0.8751465082168579,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Southeast Asia,East Asia & Pacific,Upper middle income,0.6286253982707599,0.582514614348134,0.1349180854481207,1.0,0.4444444444444444,0.6457142857142856,0.9881043142952616,0.5035936364988751,0.79852045256745,0.96062589653989,1.0,0.4423315469156656,0.874147335353063,55.810050850229175,73.39831722689681,81.92761947021546,69.49330273719391,True,Malaysia,mid-quartiles
3629,NAM,2024,0.9529411764705882,60.15033077047813,35.61643835616438,15.6,0.78125,101.1,214.63506,33.92754456584244,6.9,52.364160460603046,56.2,113.1970166,0.6242165565490723,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Southern Africa,Sub-Saharan Africa,Upper middle income,0.606715098272383,0.5784220206977096,0.3399750933997509,0.8295081967213115,0.7666666666666667,0.9542857142857144,0.8732982493651698,0.2045425161527468,0.9099216710182768,0.4820104140441073,0.5584677419354839,0.3543760392261236,0.621209250834213,62.42574151515643,73.55120377054769,50.4015861509982,61.39493815883117,True,Namibia,mid-quartiles
3659,NER,2024,0.5169115583709976,78.8166633362341,0.0,50.6,0.4583333333333333,104.0,441.07255,19.427385601185183,76.3,27.13017344846446,19.5,56.38600069,0.0870576500892639,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.2467668838807718,0.775897054147325,0.0,0.4469945355191257,0.4222222222222222,0.7885714285714284,0.7389521166718795,0.5465616786620118,0.0039164490861618,0.2076173811759915,0.188508064516129,0.1765227405500692,0.0797515891276342,37.8376139153889,51.95004182478703,16.309994384245602,31.767849615573144,True,Niger,lowest quartile
